"name","code","price","measurement","use_for","years_of_circulation","category","space","location","forsalewhat","introduction","score","suggest","location_advantage","climate","related_support","land","status"
"清远市阳山县300亩连片水田出租（水库旁、省道边）","土地编码：63944 更新时间：2018-10-20 15:50:05 330 次查看","650","元/亩/年","耕地|水田","20 年","出租","300 亩","广东/清远/阳山县","","1、区位交通：位于清远市阳山北，离县中心20分钟车程，距离广州200公里，3个小时车程，县路直通地块，交通方便；\r\n2、政策优惠：属于政府招商项目，一手地源，0转手费，政策扶持；\r\n2、水土地形：水库旁边，属水田，壤土，地形平坦连片，原种水稻，水源充足附近有河流；\r\n3、开发方向：可发展蔬菜、花卉、果树，苗木等种植业；\r\n4、交易居间：20年租赁年限；","80.35","经济作物种植、水稻种植、休闲农业","一般","优","一般","一般","一般"
"广东省清远市连南县250亩水田出租","土地编码：63943 更新时间：2018-10-20 15:50:04 355 次查看","500","元/亩/年","耕地|水田","20 年","出租","250 亩","广东/清远/连南瑶族自治县","","1、区位：距离广州250公里，3小时高速车程，距离高速路口5分钟，水泥路直达；\r\n2、水土：地块边上有河流，水源丰富，无水淹隐患；政府做了土地平整和表土剥离回填，地形坡度小；\r\n3、开发：早晚温差大，适合做蔬菜瓜果盆栽基地；\r\n4、交易：租金水平大概在500年租左右，整体出租；","79.88","经济作物种植、水稻种植、休闲农业","一般","优","一般","一般","一般"
"清远英德市 80亩 有林地 转让","土地编码：65103 更新时间：2018-10-20 15:50:04 993 次查看","面议","","林地|有林地","25 年","转让","80 亩","广东/清远/英德市","鸡 马 竹 鹿 奶牛 松树 黄牛","80亩，无争议。亦可分租，租期25年，每亩每年500元租金，可长租短租。有山林证。除养殖生猪外，可养殖一切家禽（清远鸡，鸭，鹅，牛羊等等）及合法动物。土质至少1、5米纯土厚，可种植各类水果（龙眼，荔枝，芒果，番石榴，桔子，沙田柚，葡萄，青枣，黄皮等等），可种植各类绿化树，各类花草等等。含光镇距市区30公里，距广州130公里。目前在建含光机场，昆汕国家高速，广连省级高速，及国道358英含段6车道，交通十分方便。地块平整，小车亦可开得到山顶。地块旁有四季长流水的溪流（可开挖鱼塘，不用打井），三相电山地旁经过可报装，地块还有一个2016年的废弃猪场（可转让改建其他作用房屋）。水泥路到达地块旁，可载重约30-50吨。约30分钟可达英德市广乐高速路口，2小时到达广州火车站。水电，交通十分便利，未来发展也相当理想。由于本人资金问题，现寻求转租或者合作。非诚勿扰，谢谢","83.71","经济作物种植、林木种植、休闲农业","一般","优","一般","一般","优"
"清远  佛冈县 300亩 荒地 出租","土地编码：48908 更新时间：2018-10-20 15:50:04 1036 次查看","450","元/亩/年","其它用地|荒地","30 年","出租","300 亩","广东/清远/佛冈县","","本人租有三百亩左右山地、林地，三十年租期，可种植树木、果树、药材等，现寻找有农业兴趣志同道合的朋友合作或出租。","","","","","","",""
"转让经营","土地编码：100469 更新时间：2018-10-20 15:50:04 149 次查看","300","万元","园地|果园","20 年","转包","60 亩","广东/清远/佛冈县","桃子 草莓 石榴 脐橙 枇杷 柑橘 柠檬 火龙果 梨 猕猴桃","该土地位于广东清远，土地性质为园地，面积：60亩，价格为：300万元，可流转20年；","82.76","经济作物种植、林木种植、休闲农业","一般","优","一般","一般","优"
"清远清城区66670平米 商业用地 出租","土地编码：100840 更新时间：2018-10-20 15:50:04 84 次查看","55","元/平米/年","商业及住宅|商业用地","15 年","出租","66670 平米","广东/清远/清城区","","清远国有指标土地100亩出租 介绍：广东省清远市国有工业用地，与广州交界，三条高速互通，高新产业新城，项目总面积40平方公里。以电子信息、智能制造、生物医药、新能源汽车零配件、新材料等高新技术行业为主，由政府直接招商引资。容积率2.5-3.5之间，投资强度400万每亩（包含地价，建筑成本，固定资产，库存货品，无形资产如专利商标等），年产值300万每亩，税收20万/亩/年(包含增值税，城建税及附加，印花税，企业所得税，个人所得税，土地使用税，房产税，契税)。政策优惠多多，欢迎有需要的朋友咨询及考察","","","","","","",""
"清远  英德市 300亩 水浇地 出租","土地编码：101153 更新时间：2018-10-20 15:50:04 164 次查看","600","元/亩/年","耕地|水浇地","20 年","出租","300 亩","广东/清远/英德市","","该地块交通方便，可通水电。证件齐全，付款方式为两年一付。","85.51","经济作物种植、粮油种植、休闲农业","一般","优","一般","一般","优"
"广东省清远市阳山县200亩鸡场转让","土地编码：64006 更新时间：2018-10-20 15:50:03 550 次查看","面议","","林地|有林地","30 年","转让","200 亩","广东/清远/阳山县","鸡","1、区位：清远阳山县200亩、水田，距离广州180公里，青莲高速2个半小时车程，乡村水泥路直达； 2、水土：山泉水河流环绕，水源丰富，无水淹隐患； 3、开发：东西向山谷，地形单元独立，有11个鸡棚大约150平方一个疏远充足； 4、交易：租金面议，看中了业主报价","79.6","经济作物种植、林木种植、休闲农业","一般","优","一般","一般","一般"
"清远阳山县 500亩旱地出租，地平，适合种植、养殖","土地编码：64010 更新时间：2018-10-20 15:50:03 390 次查看","面议","","耕地|旱地","35 年","出租","500 亩","广东/清远/阳山县","","1、区位：距离广州200公里，距镇政府5公里，乡村水泥路直达； 2、水土：水源丰富，无水淹隐患；地形坡度小； 3、开发：早晚温差大，适合做蔬菜瓜果盆栽基地和畜禽养殖； 4、交易：租金水平大概在350元年租左右，整体出租；","81.85","经济作物种植、粮油种植、休闲农业","一般","优","一般","良","一般"
"清远清新区50亩果园转让","土地编码：65100 更新时间：2018-10-20 15:50:03 1068 次查看","100","万元","园地|果园","25 年","转让","50 亩","广东/清远/清新区","","位于龙颈镇共和村农场面积50亩，种有黄皮果树约200多棵，果龄十年。魚塘20多亩，建有房屋三间，现做小农庄。环境优雅，水电没施齐全，有山泉眼，四季不断，可直接饮用，三相用电。是休闲度假好地方，交通方便。租期25年，100万转让。","75.18","经济作物种植、林木种植、休闲农业","一般","优","一般","一般","一般"
"广东清远  200平米 厂房 转让","土地编码：62338 更新时间：2018-10-20 15:49:42 192 次查看","面议","","工矿仓储|厂房","50 年","转让","200 平米","广东/清远","","该土地位于广东清远，土地性质为工矿仓储，面积：200平米，可流转50年；","","","","","","",""
"广东省清远市阳山县300亩水田出租","土地编码：63929 更新时间：2018-10-20 15:49:42 338 次查看","700","元/亩/年","耕地|水田","30 年","出租","300 亩","广东/清远/阳山县","水稻 茭白 稻田养虾","1、区位：距离广州180公里，距镇政府5公里，乡村水泥路直达；\r\n2、水土：水源丰富，无水淹隐患；地形坡度小；土地政府负责平整\r\n3、开发：早晚温差大，适合做蔬菜瓜果盆栽基地和畜禽养殖；\r\n4、交易：租金水平大概在700年租左右，整体出租；\xa0","80.35","经济作物种植、水稻种植、休闲农业","一般","优","一般","一般","一般"
"清远清城区10亩返还用地分散出租","土地编码：45230 更新时间：2018-10-20 15:49:42 713 次查看","面议","","其它用地|其它特殊用地","5 年","出租","10 亩","广东/清远/清城区","","现有10000方地可分散出租！地址位于清远市清城区东城附城大道东城御锋向飞来湖方向直行500米右转，距离富南水果批发市场和沙田土特产批发市场500米，场地在道路旁边 大货车或拖车可以进入，可经营木材工厂，五金厂，纸箱厂，搭建仓库，停车场，教练场，卡丁车场，本地块可以分散出租。有意… 向的请先到土地现场看过，具体细节可面谈","","","","","","",""
"清远清城区10000平米宅基地出租","土地编码：45232 更新时间：2018-10-20 15:49:42 953 次查看","面议","","商业及住宅|宅基地","5 年","出租","10000 平米","广东/清远/清城区","","现有10000方地宅基地可分散出租！地址位于清远市清城区东城附城大道东城御锋向飞来湖方向直行500米右转，距离富南水果批发市场和沙田土特产批发市场500米，场地在道路旁边 大货车或拖车可以进入，可经营木材工厂，五金厂，纸箱厂，搭建仓库，停车场，教练场，卡丁车场，本地块可以分散出租。有意… 向的请先到土地现场看过，具体细节可面谈联系人","","","","","","",""
"清远  英德市 60亩 水田 出租","土地编码：59942 更新时间：2018-10-20 15:49:42 1811 次查看","600","元/亩/年","耕地|水田","15 年","出租","60 亩","广东/清远/英德市","水稻 稻田养虾","该土地位于广东清远英德市，土地性质为耕地，面积：60亩，价格为：600元/亩/年，可流转15年；","83.29","经济作物种植、水稻种植、休闲农业","一般","优","一般","一般","优"
"清远英德市350亩综合养殖用地出租","土地编码：103826 更新时间：2018-10-20 15:49:42 242 次查看","500","元/亩/年","养殖用地|综合养殖用地","17 年","出租","350 亩","广东/清远/英德市","鱼","此地块离汕昆高速（在建）2公里，离253省道2公里，距离镇6公里路程，水泥路直达。有200平米的工棚，一个专用变压器和抽水房，有约4亩鱼塘，大小绿化树七万棵。付款方式为一次性付清。","84.29","牲畜饲养、休闲农业、生态农场","一般","优","一般","良","优"
"清远英德市 1100亩 有林地 转让","土地编码：66047 更新时间：2018-10-20 15:49:41 797 次查看","230","万元","林地|有林地","26 年","转让","1100 亩","广东/清远/英德市","鸡 马 竹 山羊 奶牛 松树 杉树","英德1100亩林地转让，经5-6公里乡村水泥路，再经1-2公里泥路，华车可直达山林腹地。 2. 山林山势平缓，土地肥沃，四周小坡度，中心略低，形成低平小盆地。有山水，可存水，适合种植林木，果种，药材，养植放牧等。 3. 林地可种植面积实际约1100亩（历史遗留及合理利用政策原困，林权证办证为447亩）。 4. 林权证30年，现已使用四年，剩余26年，可协商延期，合同经全体村民签名确认，无任何争议。 现业主移民，整体转让此林地。总价格已包含剩余年限的所有租金。","89.59","经济作物种植、林木种植、休闲农业","一般","优","一般","优","优"
"清远连州市 105平米 宅基地 转让","土地编码：97555 更新时间：2018-10-20 15:49:41 330 次查看","36","万元","商业及住宅|宅基地","70 年","转让","105 平米","广东/清远/连州市","","导航燕喜北街大路一边是《公园》天然氧吧\r\n另一边看见左边淡黄色建筑路口就能看见宅基地\r\n（燕喜北街半岭新村）\r\n如果开车的话就要开上到纪念碑上面掉头下几十米左右就能看到，然后就在下坡的右边黄色外墙房屋路口进入。\r\n地形有是三角的起房时2楼可以飘出那么住的话就不会显得太三角\r\n过户费就买家出。《2750元每平方》宅基地！29万处理了\r\n不在连州定居所以出售！现在流行起楼自己住2套剩余，卖了还有挣，路口做车库门，最少能停2台自己家的车，燕喜北街往下就是连州一中，很多孩子读书陪读的家庭来租房的！地理位置很好。","","","","","","",""
"韶关南雄市 300亩 水浇地 出租","土地编码：51008 更新时间：2018-10-20 15:49:06 1391 次查看","210","元/亩/年","耕地|水浇地","10 年","出租","300 亩","广东/韶关/南雄市","秋葵 玉米 大蒜 花生 姜 黄豆 红薯 番茄 西瓜 辣椒","连成一片，抛荒多年，土地肥沃，适合种植种草药、茶叶、油茶及其他经济农作物","82.49","经济作物种植、粮油种植、休闲农业","一般","良","一般","良","优"
"韶关乳源瑶族自治县400亩水田出租","土地编码：73259 更新时间：2018-10-20 15:48:20 346 次查看","600","元/亩/年","耕地|水田","30 年","出租","400 亩","广东/韶关/乳源瑶族自治县","水稻","地占：韶关市乳源县。面积：约40O亩以上，连片水田，在大公路（双行道旁）。距离：离县城约28公里。三通：电通、水通（自来水通、水渠灌溉网发达）、路通。使用权可办流转。租期可以二十年。水田现状：荒田，没有陂度。租金：每年每亩600元。交地情况：签好合同支付了当年租金即可交地。土质情况：黄土泥地和黑土泥泥地。地力情况：土地肥沃。","86.69","经济作物种植、水稻种植、休闲农业","一般","优","一般","良","优"
"韶关曲江区 500亩 有林地 出租","土地编码：46283 更新时间：2018-10-20 15:48:20 1308 次查看","80","元/亩/年","林地|有林地","15 年","出租","500 亩","广东/韶关/曲江区","竹","有竹林，树木","79.8","经济作物种植、林木种植、休闲农业","一般","优","一般","良","一般"
"韶关  曲江区 77亩 城镇住宅 转让","土地编码：46541 更新时间：2018-10-20 15:48:20 685 次查看","1925","万元","商业及住宅|城镇住宅","60 年","转让","77 亩","广东/韶关/曲江区","","原一个大厂的住宿区！总面积77亩！共7栋34套90间房和一鱼塘，厂区内绿树成荫，非常适合开发成为休闲度假山庄，交通便利水泥路直达。土地房产整体出售！(非诚勿扰！谢谢！)","","","","","","",""
"韶关南雄市200亩水田出租","土地编码：90270 更新时间：2018-10-20 15:48:20 276 次查看","130","元/亩/年","耕地|水田","15 年","出租","200 亩","广东/韶关/南雄市","水稻 稻田养虾","该农田已平整土地，水电路三通，适合种植和养殖。","82.84","经济作物种植、水稻种植、休闲农业","一般","良","一般","一般","优"
"韶关浈江区15亩水田出租","土地编码：92059 更新时间：2018-10-20 15:48:20 72 次查看","1000","元/亩/年","耕地|水田","10 年","出租","15 亩","广东/韶关/浈江区","水稻","交通便利，水泥路直达，租金10年一付。","81.05","经济作物种植、水稻种植、休闲农业","一般","优","一般","一般","优"
"韶关南雄市 100亩 水田 出租","土地编码：54679 更新时间：2018-10-20 15:48:20 664 次查看","280","元/亩/年","耕地|水田","10 年","出租","100 亩","广东/韶关/南雄市","水稻","","81.39","经济作物种植、水稻种植、休闲农业","一般","良","一般","一般","优"
"韶关乳源瑶族自治县40亩果园转让","土地编码：91048 更新时间：2018-10-20 15:48:19 207 次查看","35","万元","园地|果园","26 年","转让","40 亩","广东/韶关/乳源瑶族自治县","","交通便利，水泥路直达，水电通，证件齐全，该地适合种植果树及养殖鸡，香猪，蛇或其他野生动物。休闲农庄等","82.51","经济作物种植、林木种植、休闲农业","一般","优","一般","一般","优"
"韶关南雄市 200亩 荒地 出租","土地编码：57775 更新时间：2018-10-20 15:47:29 1322 次查看","200","元/亩/年","其它用地|荒地","10 年","出租","200 亩","广东/韶关/南雄市","","","","","","","","",""
"韶关曲江区30亩鱼塘出租","土地编码：96177 更新时间：2018-10-20 15:47:29 501 次查看","800","元/亩/年","水域|坑塘","20 年","出租","30 亩","广东/韶关/曲江区","","平房。","78.78","水产养殖、休闲农业、生态农场","一般","优","良","一般","一般"
"韶关仁化县50亩水田出租","土地编码：96225 更新时间：2018-10-20 15:47:29 80 次查看","600","元/亩/年","耕地|水田","30 年","出租","50 亩","广东/韶关/仁化县","光伏用地","该土地位于广东韶关，土地性质为耕地，面积：50亩，价格为：600元/亩/年，可流转30年；","77.47","经济作物种植、水稻种植、休闲农业","一般","优","一般","一般","一般"
"韶关始兴县11742.4亩有林地转让","土地编码：96735 更新时间：2018-10-20 15:47:29 117 次查看","1800","万元","林地|有林地","15 年","转让","11742.4 亩","广东/韶关/始兴县","","","88.56","经济作物种植、林木种植、休闲农业","一般","优","一般","优","优"
"韶关浈江区 35亩 坑塘 出租","土地编码：71918 更新时间：2018-10-20 15:47:28 545 次查看","900","元/亩/年","水域|坑塘","30 年","出租","35 亩","广东/韶关/浈江区","鱼","由多口鱼塘组成，水质好。","76.24","水产养殖、休闲农业、生态农场","一般","优","一般","一般","一般"
"韶关地区25000亩 有林地 合作","土地编码：93616 更新时间：2018-10-20 15:47:28 407 次查看","面议","","林地|有林地","50 年","合作","25000 亩","广东/韶关/新丰县","","此项目是集生态景点观光、水陆休闲娱乐、生态农业观光和养生度假为一体的综合性生态旅游项目。此地坐拥交通、区位、空间、资源、政策、产业等显著优势，以原生态山水景观为闪耀亮点，承载观光、休闲、度假、商务、人居、教育等综合功能，绿水青山，森林覆盖率达93%以上，生态景色四季如画，景区面积近2万亩，河域近十二公里长，发展前景尤为广阔。欢迎洽谈咨询，实地考察。","90.96","经济作物种植、林木种植、休闲农业","一般","优","一般","优","优"
"韶关乳源瑶族自治县105亩鱼塘及温泉出租","土地编码：95848 更新时间：2018-10-20 15:47:28 359 次查看","800","元/亩/年","水域|坑塘","30 年","出租","105 亩","广东/韶关/乳源瑶族自治县","","此地块环境优美，依山傍水，空气清新。其中鱼塘水清澈见底，非常适宜鱼类生长，所养殖的鱼更新鲜甜可口。同时还附有10口温泉池，平日也是家庭休闲度假的好去处。","80.61","水产养殖、休闲农业、生态农场","一般","优","良","一般","一般"
"韶关  乳源 700亩 畜牧养殖用地 转让","土地编码：45135 更新时间：2018-10-20 15:46:47 1330 次查看","120","万元","养殖用地|畜牧养殖用地","26 年","转让","700 亩","广东/韶关/乳源瑶族自治县","猪 鸡 马 兔 山羊 黄牛","牛场：总共700多亩，其中水田几十亩，租金200元／亩／年，旱地100亩，租金100元／亩／年，山地600亩，租金13元／亩，租期还有26年，2018、2019两年的租金已经交了，不用再交，出让金120万元。","87.24","牲畜饲养、休闲农业、生态农场","一般","优","一般","优","优"
"韶关浈江区30亩坑塘出租","土地编码：70751 更新时间：2018-10-20 15:46:46 1417 次查看","600","元/亩/年","水域|坑塘","20 年","出租","30 亩","广东/韶关/浈江区","鱼 对虾 河蟹","离韶关市区只有8分钟车程，地理位置优越，交通条件良好。适合养鱼","77.6","水产养殖、休闲农业、生态农场","一般","优","良","一般","一般"
"韶关浈江区 50亩 坑塘 出租","土地编码：71923 更新时间：2018-10-20 15:46:46 644 次查看","1000","元/亩/年","水域|坑塘","30 年","出租","50 亩","广东/韶关/浈江区","鱼","由多口鱼塘组成，水质好。","76.35","水产养殖、休闲农业、生态农场","一般","优","一般","一般","一般"
"韶关浈江区80亩水田出租","土地编码：93707 更新时间：2018-10-20 15:46:46 285 次查看","900","元/亩/年","耕地|水田","30 年","出租","80 亩","广东/韶关/浈江区","","此地环境优美，空气清新。水渠网络发达，非常适合农作物的种植。土壤肥力好，水源清澈。欢迎洽谈参观。","81.86","经济作物种植、水稻种植、休闲农业","一般","优","一般","一般","优"
"韶关曲江区112亩其它林地转让","土地编码：93769 更新时间：2018-10-20 15:46:46 105 次查看","90","万元","林地|其它林地","23 年","转让","112 亩","广东/韶关/曲江区","","该地现种植有果树300株左右，观赏树1800株左右，鱼塘2口共4亩。县道旁进2公里，交通便利，水通电通，房屋3间，此地根据村委合同可做中型以下养殖和种植。","77.69","经济作物种植、林木种植、休闲农业","一般","优","一般","一般","一般"
"韶关乳源瑶族自治县36亩鱼塘出租","土地编码：95762 更新时间：2018-10-20 15:46:46 108 次查看","1200","元/亩/年","水域|坑塘","30 年","出租","36 亩","广东/韶关/乳源瑶族自治县","","","80.09","水产养殖、休闲农业、生态农场","一般","优","良","一般","一般"
"韶关仁化县100亩水田出租","土地编码：93703 更新时间：2018-10-20 15:46:45 166 次查看","900","元/亩/年","耕地|水田","20 年","出租","100 亩","广东/韶关/仁化县","","此地环境优美，空气清新，土地肥沃。位于国道旁，水资源极其丰富，水渠连通。适合各种农作物种植。欢迎洽谈参观。","83.51","经济作物种植、水稻种植、休闲农业","一般","优","一般","一般","优"
"韶关始兴县96亩坑塘果园出租","土地编码：104220 更新时间：2018-10-20 15:46:14 306 次查看","900","元/亩/年","水域|坑塘","30 年","出租","96 亩","广东/韶关/始兴县","鱼","此地正在经营中，有鱼塘46亩，果园50亩。果园出租价格为300元/亩/年，鱼塘出租价格为900元/亩/年。已种植2-3年鹰嘴桃800株，李树500株，部分土地未开发，百米内有约46亩鱼塘可开发，还有一层房屋带装修400平方米。各项设施证照齐全，今年会硬化路面，距村委会4公里，距圩镇8公里。付款方式为三年一付。","79.05","水产养殖、休闲农业、生态农场","一般","优","良","一般","一般"
"韶关曲江区180亩水田出租","土地编码：104396 更新时间：2018-10-20 15:46:14 108 次查看","800","元/亩/年","耕地|水田","20 年","出租","180 亩","广东/韶关/曲江区","","该土地离乡道近，水田围绕整个村庄，水质良好、连片，水利齐全，土地以梯田为主，主要可以种水稻、特色农业，养殖高价水生物种。唯一的缺点就是该地块围绕整个村庄。 付款方式为三年一付，有土地确权证，水电路三通，路边乡道可通大车。","83.19","经济作物种植、水稻种植、休闲农业","一般","优","一般","一般","优"
"韶关乳源瑶族自治县3770亩林地-有林地转让","土地编码：104969 更新时间：2018-10-20 15:46:14 60 次查看","200","万元","林地|有林地","34 年","转让","3770 亩","广东/韶关/乳源瑶族自治县","松树 杉树","该土地位于广东韶关，土地性质为林地，面积：3770亩，价格为：200万元，可流转34年；","90.53","经济作物种植、林木种植、休闲农业","一般","优","一般","优","优"
"韶关  南雄市 120亩 果园 出租","土地编码：82966 更新时间：2018-10-20 15:46:13 989 次查看","180","元/亩/年","园地|果园","30 年","出租","120 亩","广东/韶关/南雄市","桃子 板栗 杨梅","果园有房子3间，李子，板栗，杨梅，毛竹还有一口鱼塘，其中毛竹约为四，五十亩水电路已三通。","81.94","经济作物种植、林木种植、休闲农业","一般","良","一般","一般","优"
"韶关  南雄市 10亩 畜牧养殖用地 出租","土地编码：100951 更新时间：2018-10-20 15:46:13 347 次查看","13000","元/亩/年","养殖用地|畜牧养殖用地","28 年","出租","10 亩","广东/韶关/南雄市","猪","该地块离南雄市区10公里，水电路通，两栋猪舍共可容900头猪，出租13万元/年，证件齐全。","80.24","牲畜饲养、休闲农业、生态农场","一般","良","一般","一般","优"
"韶关乳源瑶族自治县山300，田300，一共600亩农场转包有水有电。","土地编码：101335 更新时间：2018-10-20 15:46:13 142 次查看","130","万元","养殖用地|农场","27 年","转包","600 亩","广东/韶关/乳源瑶族自治县","猪 鸡 马 山羊 奶牛","该土地位于广东韶关，土地性质为养殖用地，面积：600亩，价格为：130万元，可流转27年；田300亩山300亩，搭好了雨棚6排一共4000方","82.42","牲畜饲养、休闲农业、生态农场","一般","优","一般","良","一般"
"韶关始兴县266亩综合养殖用地转让","土地编码：103815 更新时间：2018-10-20 15:46:13 73 次查看","150","万元","养殖用地|综合养殖用地","32 年","转让","266 亩","广东/韶关/始兴县","鱼","冰糖橘1000株4年 贡柑500株2年\xa0 杨梅1000株2年 500株果树已埋滴灌设备\xa0 \xa0水池一个 出租费用40元/亩/年\xa0 每五年每亩增加5元/年 付款方式为两年一付起","82.11","牲畜饲养、休闲农业、生态农场","一般","优","一般","一般","优"
"韶关浈江区8亩休闲钓鱼场所出租","土地编码：104209 更新时间：2018-10-20 15:46:13 126 次查看","2700","元/亩/年","水域|坑塘","15 年","出租","8 亩","广东/韶关/浈江区","","此地是一休闲场所，距公路100米，离市区8公里。有鱼塘5亩，活水。房屋4间，烧烤炉15个。环境优美，非常适合进行钓鱼烧烤等休闲活动。此地按月出租，每个月1800元。","77.44","水产养殖、休闲农业、生态农场","一般","优","良","一般","一般"
"韶关仁化县200亩坑塘出租","土地编码：104382 更新时间：2018-10-20 15:46:13 142 次查看","1000","元/亩/年","水域|坑塘","20 年","出租","200 亩","广东/韶关/仁化县","鱼","距离县城15公里，600米的土路，大车可进。有活水流入，可干塘，水深8米，县现成鱼塘可用作养鱼养虾，网箱养殖。 付款方式为三年一付，有承包合同，水电路三通。","80.3","水产养殖、休闲农业、生态农场","一般","优","良","一般","一般"
"韶关翁源县328亩荒山出租","土地编码：84628 更新时间：2018-10-20 15:45:40 324 次查看","500","元/亩/年","其它用地|荒山","35 年","出租","328 亩","广东/韶关/翁源县","","山坡地。有150亩平地。黄泥土，旁边有山泉水，有路，离国道1.5公里左右。可以挖鱼塘，合适种植养殖，旅游开发。对面有1000亩生态林，风景优美。离地500米左右可拉电。","","","","","","",""
"韶关乳源瑶族自治县1100亩综合养殖用地转让","土地编码：86405 更新时间：2018-10-20 15:45:40 264 次查看","4500","万元","养殖用地|综合养殖用地","28 年","转让","1100 亩","广东/韶关/乳源瑶族自治县","鱼 猪 鸡 鸭 鹅 山羊 奶牛 黄牛","此地流转方式为出租、转让和合作。 总面积1100亩，鱼塘150多亩，700多亩山坡地，大型养猪场，年出栏23000头，现有种猪200头，公猪栏1栋，怀孕猪舍6栋，分娩舍6栋，保育舍4栋，饲料加工厂1栋，育后猪舍8栋，办公大楼1栋，员工宿舍4栋，食堂1栋","85.63","牲畜饲养、休闲农业、生态农场","一般","优","一般","优","一般"
"韶关乳源瑶族自治县 4000亩 荒地 出租","土地编码：93442 更新时间：2018-10-20 15:45:40 453 次查看","500","元/亩/年","其它用地|荒地","20 年","出租","4000 亩","广东/韶关/乳源瑶族自治县","","","","","","","","",""
"韶关曲江区1000亩综合养殖用地转让","土地编码：94618 更新时间：2018-10-20 15:45:40 4178 次查看","3500","万元","养殖用地|综合养殖用地","60 年","转让","1000 亩","广东/韶关/曲江区","","","88.94","牲畜饲养、休闲农业、生态农场","一般","优","一般","优","优"
"广东韶关南雄30亩坑塘转让","土地编码：56857 更新时间：2018-10-20 15:45:40 674 次查看","面议","","水域|坑塘","30 年","合作","30 亩","广东/韶关","鱼","","80.48","水产养殖、休闲农业、生态农场","良","优","良","一般","一般"
"韶关南雄市 20亩 畜牧养殖用地 出租","土地编码：57567 更新时间：2018-10-20 15:45:40 824 次查看","面议","","养殖用地|畜牧养殖用地","25 年","出租","20 亩","广东/韶关/南雄市","猪","转让位于南雄市面积约50亩的鱼塘养猪场，有猪舍2栋，建筑面积共2000平米，可同时存栏1200头肉猪；鱼塘2口，总面积约20亩，交通便利，水电和生产生活设施齐全，土地剩余期限25年，已全部付清租金，现25万一口价转让，含所有设施设备，","76.82","牲畜饲养、休闲农业、生态农场","一般","良","一般","一般","一般"
"韶关仁化县200亩果园转让","土地编码：105567 更新时间：2018-10-20 15:45:40 43 次查看","65","万元","园地|果园","23 年","转让","200 亩","广东/韶关/仁化县","","该地块位于县道旁，离国道323线2-3公里。已全部种有两年的三华李，并已铺设部分水管。除转让费65万以外，还需另付租金100元/亩/年。已经通电，可打井。","83.49","经济作物种植、林木种植、休闲农业","一般","优","一般","一般","优"
"沙田柚种植转让","土地编码：46533 更新时间：2018-10-20 15:45:39 1529 次查看","230","万元","园地|果园","40 年","转让","130 亩","广东/韶关/仁化县","","长坝130亩沙田柚种植转让，现种植有近2000棵沙田柚，部分柚树已获收成，至2055年合同期，有100平方的小水塘供旱期备用，3T汽车可达山顶，毗邻323省道，交通方便 \xa0有意者电联","82.66","经济作物种植、林木种植、休闲农业","一般","优","一般","一般","优"
"韶关乳源瑶族自治县90亩工业用地出租","土地编码：93239 更新时间：2018-10-20 15:45:39 167 次查看","2000","元/亩/年","工矿仓储|工业用地","16 年","出租","90 亩","广东/韶关/乳源瑶族自治县","","此地以前用做木板厂及学校使用。离县城仅5公里，离高速8公里，大车通行方便快捷。四周环境优美，空气清新。欢迎洽谈参观。","","","","","","",""
"韶关曲江区100亩水浇地出租","土地编码：96181 更新时间：2018-10-20 15:45:39 174 次查看","600","元/亩/年","耕地|水浇地","30 年","出租","100 亩","广东/韶关/曲江区","","无","82.59","经济作物种植、粮油种植、休闲农业","一般","优","一般","一般","优"
"安阳汤阴县6亩水浇地出租","土地编码：51188 更新时间：2018-10-20 15:41:39 833 次查看","800","元/亩/年","耕地|水浇地","2 年","出租","6 亩","河南/安阳/汤阴县","小麦 玉米","此地就在汤阴县内，不到想乡镇，目前有种植玉米小麦。个人土地转租。标注6亩，实际可耕种土地大概为6.3～6.5亩。所有可耕种农作物已实现百分之九十以上机械化，耕地配套设施齐全。可前来考察。","82.61","经济作物种植、粮油种植、休闲农业","良","良","一般","一般","优"
"安阳文峰区3.1亩果园转让","土地编码：51191 更新时间：2018-10-20 15:41:39 1105 次查看","1.86","万元","园地|果园","10 年","转让","3.1 亩","河南/安阳/文峰区","核桃","安阳市宝莲寺镇3亩果树地，种了核桃树可以用养鸡的下面可以搞其他，往外出租，有意向的可以连系","81.31","经济作物种植、林木种植、休闲农业","一般","良","一般","一般","优"
"合作800亩水浇地","土地编码：51200 更新时间：2018-10-20 15:41:39 1307 次查看","面议","","耕地|水浇地","12 年","合作","800 亩","河南/安阳","","","83.65","经济作物种植、粮油种植、休闲农业","优","良","一般","良","一般"
"转让河南安阳55亩有林地","土地编码：51208 更新时间：2018-10-20 15:41:39 1016 次查看","300","万元","林地|有林地","3 年","转让","55 亩","河南/安阳/殷都区","苹果","种植苹果树，银杏树，还有蔬菜，相当于是一个农庄","80.36","经济作物种植、林木种植、休闲农业","一般","良","一般","一般","优"
"河南安阳 1500平厂房出租","土地编码：50583 更新时间：2018-10-20 15:41:26 135 次查看","面议","","工矿仓储|厂房","3 年","出租","1500 平米","河南/安阳/文峰区","","","","","","","","",""
